keys,zh_CN
event.script.event_483_france_second_may_storm.c14,法兰西社会主义王国
event.script.event_483_france_second_may_storm.c15,卡纳克人民国
event.script.event_483_france_second_may_storm.c16,"在各方协调下，“直接行动”、“人民自治武装核心”、“红色海报”等毛主义的城市游击队，在西欧革命国家（西欧多个左翼城市游击队都是盟友关系）的协助下，他们正式达成了和解，而各个革命国家将负责为他们提供一切支持，成为他们的后勤基地。他们被改组为正式的法兰西人民革命游击军，作为人民革命联盟附属的武装力量，并积极在学生和工人中发展潜在的成员和同情者。毛派从此作为一个统一的力量参与到这场法国的“全面内战”之中了。
毛主义者们认识到不能再像上次一样各自为战，而是应该发起全国暴动，于是，真正的革命开始了。在意大利的帮助下，马赛成为了首义之城。随着工运和学运的蔓延，通过工人武装和城市游击队暴动很快就蔓延到全国。得益于意大利和西班牙对法国军队的渗透，法国军队经历了一次内部火并，我们的特工趁乱打开了武器库，很快，在人民革命联盟帮助下，市民军和工人武装都获得了武器，他们也被编入人民革命游击军。“为了不让皮埃尔·奥弗尼事件重演，工人们起来斗争！”成为了他们的口号。人民革命联盟领袖阿兰·巴迪欧宣布：“一切权力归法兰西公社！”在革命阵营的干预下，意大利和葡萄牙的志愿部队直接介入到小型内战中，毛主义者在他们的帮助下很快接管了法国。大局已定，革命尚未结束，曙光已经到来。"
event.script.event_483_france_second_may_storm.c17,“战斗”派在英国的胜利使得全世界的托洛茨基主义者看到了曙光，而他们在法国的同志显然也抓住了第二次五月风暴动荡局势的契机。官僚化的斯大林主义显然不是能够与托洛茨基主义的真正革命派抗衡的！英国执政的工党“战斗”派决定向他们的同志发出援助。欧内斯特·曼德尔也再次来到了法国，参与和声援托派的运动。他们发出号召，邀请全世界的支持者来法国参加革命运动。托派工会被组织成赤卫队，工人通过占领大量的国家机构，并在英国特工和支援部队以及世界各地托派的国际纵队的的帮助下，革命工人组织最终控制了全国局势。
event.script.event_483_france_second_may_storm.c18,法国国家机器的瘫痪为激进主义分子活动提供了充分便利，并活化了该国少有的另类右翼：通过背靠意大利纳粹毛主义政权支持，法国境内的极右翼势力与军内民族主义者最终纷纷投靠“毛主义伞兵立场”——即试图将法国同第三世界政权整合为“民族共产主义联邦”并保全法兰西帝国的另类思维。让·蒂里亚特也趁此机会来到法国，与让-吉尔、马利亚拉基斯、伊夫·巴塔耶、克里斯蒂安·布歇等民族毛主义者顺藤摸瓜进入巴黎，将各地右翼准军事武装整合为“民族革命战斗队”。爱丽舍宫则因左右互搏而窃喜，并试图扮演“事后黄雀”。然而，他们的算盘早已被摸清局势的右翼团体提前摸清。文官政府的软弱无能只会刺激前秘密军分子实现登堂入室之梦：最终，“民族革命战斗队”的男爵们同军队内的“民族共产主义”派系一举拿下法国最高领导权，只在片刻便接管了全法国。形成了“民族毛派”活动家与“法兰西民族共产主义”军方的双头统治。第五共和国就此寿终正寝……
event.script.event_483_france_second_may_storm.c19,"欧洲的革命民族主义风暴就像成吉思汗的铁骑一样踏遍整个大陆，不搅出个天翻地覆誓不罢休。这都大大助长了作为革命民族主义在法兰西的代言人的莫里斯·巴尔代什的风头，以激进的民族主义纲领给上传统右翼国族主义一左耳光的同时，再给以社会党和共产党为首的传统左翼来上一记“民族特色社会主义”的右勾拳。事实上的非法地位反而允许了他的法兰西社会主义与公社之友组织采取更为激进的行动，包括但不局限于组建自己的准军事组织“民族自卫军”，在土伦，马赛等地掀起反对阿拉伯和黑人移民的暴乱。而这一切都离不开兄弟国家们的支援，源源不断的武器正在通过各种意想不到的走私网路和羊肠小道流入该国。我们的支援更是让他没有了后顾之忧，得以安心处理那些“上尉”们。
在左翼运动风起云涌的时代，代表秩序的政府领导人们天然就有着寻找右翼份子对冲的想法，毕竟，他们手段接近，与左翼分子是天然的死敌，并且能像切割法西斯主义者们一样处理掉他们。这也正是第五共和国的末代君主们的如意算盘：以驱虎吞狼之计彻底解决掉这两个心腹大患。可是他们错了，他们不仅低估了革命民族主义者们的强硬和对权力的野心，更低估了他们的手段。就在民族自卫军和他们的青年组织与“直接行动”、“红色海报”等组织打成一片的时候。巴尔代什和宪兵队正在赶往爱丽舍宫，第五共和国面对危险的软弱无能完完整整的展现在了他们面前。混乱的军队指挥系统和几乎完全倒戈以换取地位的队内情报总局局长们更是给了垂死的贵族们最后一击。按照协议，莫里斯·巴尔代什将和军官们效法波拿巴时期的政府，开始无限期的军事管辖。知名民族主义作家圣卢普(马克·奥吉耶)在为这一场“净化法兰西”的革命大唱赞歌之余也被吸纳进了政府。新的“民族阵线”除了法兰西社会主义与公社之友外，其他的如让·卡斯特里略的法国民族主义党，马利亚拉基斯的革命民族主义运动，阿兰·德·贝努瓦、多米尼克·韦纳、纪尧姆·费伊的欧罗巴文明研究与学习团体和蒂埃里·莫尼埃的西方研究所等组织则集体加入民族阵线。清晨照在充满着血污和肮脏的法兰西大地上，只需要一场暴雨，就能洗清她的毛孔里的每一滴罪恶……"
event.script.event_483_france_second_may_storm.c2,密特朗政府没能在国际形式与资本外流的压力前站稳脚跟，所以它选择了终结左翼凯恩斯主义改革。在随后，政府开始实行紧缩政策，实质上奉行新自由主义政策。弗朗索瓦·密特朗对社会转型的必要性已经闭口不谈了。
event.script.event_483_france_second_may_storm.c20,法国国家机器的瘫痪为前秘密军分子活动提供了充分便利：他们彻底控制了军内保守派与法国国家安全机构，并将各地右翼准军事武装整合为“民族战斗队”。爱丽舍宫则因左右互搏而窃喜，并试图扮演“事后黄雀”。然而，他们的算盘早已被摸清局势的右翼团体提前摸清。文官政府的软弱无能只会刺激前秘密军分子实现登堂入室之梦：最终，“民族战斗队”领袖皮埃尔·西多斯和“报贩”首领皮埃尔·普热一举拿下法国最高领导权，并得到让·雅克·苏西尼将军的拥护。“真正的民族斗士”们只在片刻便接管了全法国，形成了极右翼活动家与民族主义军方的双头统治。第五共和国就此结束，第二“法兰西国”就此重建……
event.script.event_483_france_second_may_storm.c3,乔治·马歇在转型上的失败引起了再私有化以及左右翼的对抗，造成了失业和社会的撕裂。
event.script.event_483_france_second_may_storm.c4,希拉克政府实行新戴高乐主义的政策。政府对一边以福利收买工人阶级一边收拢锁链——削弱左翼的力量并打压工会，雇主的法律权力也极大扩张，法团主义也在企业中盛行；与此同时，政府在各项社会议题上相当保守压抑。为了应对赤字和社会支出，法国在西非的前殖民地推行新殖民主义，以应对高涨的开支。
event.script.event_483_france_second_may_storm.c5,"西欧多国脱离自由资本主义秩序给法国带来的冲击和民众对建制各派势力的失望，法国社会这些年来存在的问题和矛盾都借此机会再度爆发。先是部分大学的发生了骚动，学生对政府举行游行抗议，他们呼吁“重新拾起1968的精神”；不久，一场有预谋的罢工便席卷了全国。鉴于1968运动的前车之鉴，各派力量开始寻求组建相似意识形态组织的统一战线，并将斗争对象直接指向国家机器。群众运动中有三股主要势力正在崛起。奉行毛主义的人民革命联盟（由法国马列主义共产党、马列主义共产主义组织——无产阶级道路和法国马列主义共产主义者联盟等毛派政党组成）、托洛茨基主义与新左派的联盟——革命工人组织（由“工人斗争”、革命共产主义同盟、统一社会党等组成）以及各类民族主义组织【如新势力党、法兰西工作党、革命民族主义运动和人民斗争组织（重建）等】。此外，法国还存在多个极左翼和极右翼的城市游击队（如“直接行动”、“人民自治武装核心”、“红色海报”、道德秩序委员会等）利用境外势力支援的武器开展城市游击战，他们虽然各自为战，但也是一方可以利用的力量。
法国政府实在屡次尝试驱散集会和镇压运动未果后，不愿看到流血事件再度重演，宣布辞职以重新开展选举。但是官僚机构已经在运动的冲击下失去了效能，大街上，仅能看见各派势力的“武斗”以及他们同警察力量的斗争。建制势力不会因为一时的混乱而退缩或自发迎来终局，不能再等下去了，我们也许应该做点什么。"
event.script.event_483_france_second_may_storm.c6,支持人民革命联盟
event.script.event_483_france_second_may_storm.c7,支持革命工人组织
event.script.event_483_france_second_may_storm.c8,支持民族主义组织
event.script.event_483_france_second_may_storm.c9,法国人关我们什么事？
event.script.event_484_germany_tear_down_wall.c0,推倒这堵墙！
event.script.event_484_germany_tear_down_wall.c1,随着中华人民共和国影响力不断提高，我们也得以对两个德国的命运做最终判决。我们有三个方案，分别是让西德主导统一，东德主导统一或者组成平等的联邦。但决定权在您的手上！
event.script.event_484_germany_tear_down_wall.c10,推倒这堵墙！
event.script.event_484_germany_tear_down_wall.c11,Ach(Clone)
event.script.event_484_germany_tear_down_wall.c12,在我们的大力撮合下，联邦德国成功和民主德国的外交部长得以在基尔就统一达成一致。双方确定了将由西德负责东德未来的发展，而东德地区将解散自己的武装力量，转而由西德接手一切的国营企业。前统社党高层被判以“叛国”和“腐败”罪，昂纳克在统一的前夜逃往智利大使馆寻求庇护。柏林墙最终也被拆除。两德最终统一了，但是代价呢？
event.script.event_484_germany_tear_down_wall.c13,在东德经历了政局的大洗牌后，西德同志们得以在东德站稳脚跟，以革命领军人的姿态向西德发出邀请。出于对社会主义理念的向往，东德领导人似乎没有理由拒绝。随后，两个德国的领袖在基尔举行了会谈，双方决定了将由西德的同志们主导东德的革命。但东德在一些问题上仍然保有自己的权力。很快，再社会主义化的改革在东德如火如荼的召开了，而西德也为有了足够广阔的农业基地感到高兴。就史塔西问题，双方都一致同意史塔西的监控作用完全可以被工人赤卫队所取代，因此史塔西将被改组为“革命保卫办公室”而继续存在。德国人终于住在同一片屋檐下了。
event.script.event_484_germany_tear_down_wall.c14,与革命保卫办公室合作
event.script.event_484_germany_tear_down_wall.c15,特工网络+1.5;|极左派+1;|极左派力量+1.
event.script.event_484_germany_tear_down_wall.c16,统一德国
event.script.event_484_germany_tear_down_wall.c17,在社会主义阵营在全球高歌猛进的背景下，作为资本主义孤岛的西德已是独木难支。因此，接下来发生的事情便是水到渠成：面对西德人民要求开放边界的汹涌民意，波恩当局不得不选择妥协。让民主德国得以一口吞下整个德国。德国统一社会党总书记昂纳克得以在CCTV，塔斯社和CNN的面前自信的推倒柏林墙，并正式宣布两个德国的统一。可考虑到西德社会的体量优势和资本主义体系绝无可能同社会主义共存的客观情况，统一后的社会转型绝非一日之功。因此，民主德国很自然地转向了促成统一的最大功臣，并按照得到后者放行的政治整合方案开始在全国范围内“狂飙突进”：大型与中型企业纷纷被国有化，并在所有权上被归为“人民企业”，价格管制与民主德国马克也同样走入了西德的大街小巷。两个德国的实质统一显然还要很久，但我们坚信他们必然胜利。
event.script.event_484_germany_tear_down_wall.c18,在米尔克的强烈要求下，以东德为主导的新德国完成了统一。而新生的政权立刻将这位领袖比做是俾斯麦在世，他在任期内得以重新塑造一个德国，并且得以给德国人民他们想要的一切，诸如除了苏联方案以外的社会主义原则。而社会主义原则被“民族—阶级双斗争”给取代。西德人对于东德新领导人的观感与纳粹无异，在得知要统一后，巨大的人流挤爆了机场。而新政府立刻建立起来了。新政府尽管看上去和曾经的朝鲜民主主义人民共和国无异。但他知道要合理运用德国的优势——足够自给自足的工业和农业来提升生活水平。无论如何，现在的国内对于米尔克的崇拜已经达到了一个新的高度，而德国也得以统一。是非功过还是留给后人诉说吧。
event.script.event_484_germany_tear_down_wall.c19,德意志自由社会主义共和国
event.script.event_484_germany_tear_down_wall.c2,西德主导统一
event.script.event_484_germany_tear_down_wall.c20,我们的苦心经营成功使得马克思列宁主义与亲中政治力量在两德地区同时就位，让和平统一方案已然成为可能。考虑到魏玛共和国的政治教训与昔日人民民主国家内的政党整合经验，第一步便是将早已碎片化的德国工人运动与社会主义潮流重新统一：囊括德国马列主义革命党、德国统一社会党、越加同德国社民党分道扬镳的左翼学生-激进青年运动与德意志人民武装力量在内的德国共产党（斯巴达克联盟）至此成立，宣称其将忠于“卡尔·李卜克内西、恩斯特·台尔曼与威廉·皮克”事业基础上综合“19-20世纪以来的一切成就”。事实上采纳“马克思-列宁-毛泽东主义”推论。紧接着便是在东方以东的特别关照下快速实现社会转型。此后，苏联军队亦按照协定撤离。
event.script.event_484_germany_tear_down_wall.c21,德意志联邦民主共和国
event.script.event_484_germany_tear_down_wall.c22,我们的计划得到了一众成员国，尤其是苏联和法国的认可。随着“红色恐慌”面纱的落下以及世界友谊思想的繁荣发展，提倡和平主义、社会改革、友谊与和平的左翼同盟赢得了大选。他们的胜利不仅仅是与民主德国建立关系。而东德的新晋领导人希望能更近一步，在双方的授权下，统一社会党和左翼联盟达成了政治上合并。新成立的德意志社会主义同盟宣布将在德国的领土上建立一个平等而自由的联邦。双方将为了中欧的无核化与和平而奋斗。让我们祝他们好运！
event.script.event_484_germany_tear_down_wall.c23,而在两德统一后，欧洲社会主义联盟也向统一后的德国抛出了橄榄枝，显然，这个“新生”的国家很乐意接受，毕竟，两个分隔已久的国家合并后会有更多潜在的经济问题……
event.script.event_484_germany_tear_down_wall.c24,我们下次再决定德国的命运。
event.script.event_484_germany_tear_down_wall.c3,他们啃不下东德的
event.script.event_484_germany_tear_down_wall.c4,东德主导统一
event.script.event_484_germany_tear_down_wall.c5,西德的情况似乎要好得多
event.script.event_484_germany_tear_down_wall.c6,组成平等的联邦
event.script.event_484_germany_tear_down_wall.c7,工农兄弟应当是一家！
event.script.event_484_germany_tear_down_wall.c8,总有一方会不高兴的
event.script.event_484_germany_tear_down_wall.c9,下次再说吧
event.script.event_485_germany_german_spring.c0,日耳曼之春
event.script.event_485_germany_german_spring.c1,随着欧共体的解散，德意志联邦共和国在欧洲的情况愈发不稳。长期的游击队活动，分裂的苦楚和对美帝的仇恨在这一刻达到了极点。而军事管制更是狠狠的将联邦德国引以为傲的民主制踩在脚下。随着我们的禁运，联邦德国不得不采取了配给制和宵禁。人们不敢言而敢怒，只要我们轻轻煽动，西德就会陷入崩溃。
event.script.event_485_germany_german_spring.c10,"多亏了我们的层层布局，以及对社会主义诸国，尤其是我国的向往。西德的激进学生选择拥抱特里尔的传统。在波恩，工人对于新的劳动定额和强制加班的政策感到十分不满。先是三百多名工厂工人举着横幅，向着政府大楼进发，一路上不断有工人加入他们，其中甚至包括一些警察。等到了目的地时，他们已经拉起了一支上万人的队伍。在这时，他们的要求已经不是简单的要求增加福利和减少工时，转而改成了大量的政治性标语如：“工人们团结起来！”“我们要面包与和平”之类的。工人们大喊着要求军事委员会主席发话，而只有一些基层干愿意作答。政府调集了大量的军人，意图让人群克制下来。在紧张对峙中，一个慌张的新兵扣下了板机，这也让一切彻底失控。
德国马列主义革命党一直在工人中发展自己的支持者，在流血冲突发生的时候，他们积极鼓动其他地区的工人相应波恩的事态。德意志人民武装力量积极组建了工人赤卫队，打入军队的各级干部也纷纷打开弹药库。在波恩的街头，迪克胡特同志发表了一番讲话，积极的鼓动工人和下层军人把枪口对准真正应该打倒的敌人——也就是他们的领导人。一场小型内战在西德爆发了。不过在我们的特勤和直接干涉下，战争很快就结束了。民主德国也乘机占领了西柏林。
新政府宣布将和中华人民共和国发展更为巩固和友好的关系，我们的大使在波恩会见了迪克胡特主席。"
event.script.event_485_germany_german_spring.c11,同志也接见了德意志人民共和国的特使。
event.script.event_485_germany_german_spring.c12,美国惊恐的看着自己在西欧的最后一颗棋子被拔除，骄傲的白头鹰再也不能翱翔了。
event.script.event_485_germany_german_spring.c13,德意志人民共和国
event.script.event_485_germany_german_spring.c14,"愈演愈烈的社会动荡使西德将希望寄予所谓“德意志的古老传统”。各个新纳粹、新法西斯团体和光头党等右翼民族主义组织就此得到自由活动授权。自由德意志运动趁势将更多的极右翼团体纳入麾下，同时把下属的准军事组织和其招揽的一批持民族主义观念的国防军组建成自己的武装力量“风暴冲锋队”，无差别攻击德国境内的左翼、犹太人、波兰劳工和有色人种群体。而下一个目标则是新版魏玛共和国——临时军事委员会决定召集“风暴冲锋队”进京救驾的举动被雷默借题发挥，由此复刻了墨索里尼的“罗马进军”经验。自由德意志运动以“维持秩序”名义趁机接管机场，广播中心和明斯特广场，施压西德临时军事委员会，声称“要么选择雷默，要么选择死亡”。最终雷默如愿以偿入主西德当局，并和民族主义领导人们一同掏空了临时军事委员会。东德也借混乱局势从柏林墙全线出击，假扮成救火员的国家人民军一举拿下了西柏林。
雷默将自由德意志运动下属各党合并改组为德意志国家工人党，废除孱弱不堪的议会，由此粉碎了西德民主体制。作为德意志国家工人党主席的雷默随即被拥戴为该国“元首”。上述举措立即招致了汉堡地区左翼的反法西斯起义，而这很快便成为了新政府操练马蹄铁的舞台：“波恩是一个几百万人口的大城市，前政府的首都，应杀的共产主义者不止几千人”，“汉堡杀人太少，应在汉堡多杀。”雷默元首在《对汉堡镇压共产主义者工作的指示》，德国国家工人党的第一号法令中如是说道。
彻底稳定该国秩序后，雷默元首开始预备建立“强大民族工业”：全体国民将强制参与军事训练，社会充斥着“大炮胜过黄油”的宣传。生产军工产品的企业更是能够得到独立于国家统制外的自主经营授权——德国正变为一座军营，其目的不言而喻……"
event.script.event_485_germany_german_spring.c15,"
意识到美苏再也无力主宰欧洲大局，主权欧洲则蒸蒸日上。德国领导人奥托·恩斯特·雷默终于可以彻底露出真面目。这家伙出卖了我们的投资并带领德国选择新秩序，轴心国的“头领”就此在新世界内找到了自己的位置。"
event.script.event_485_germany_german_spring.c16,"在西德的局势已经陷入政治与经济动荡的情况下，亨宁·艾希伯格等同志意识到属于民族革命的机会来了。德意志民族解放阵线趁势将更多的极右翼团体与转向的共产党和绿党人士纳入麾下，同时把下属的准军事组织和其招揽的一批持民族主义观念的国防军组建成自己的武装力量“武装人民党卫军”。而此前渗透工人运动与学生运动的成果也在此时派上了用场，工人与学生很快被动员起来对军事当局进行罢工，要求结束军管，甚至是接管企业与工厂，进行民族自治。人民党卫军则被派去配合工人和学生接管企业与占领地方当局，建立民族自治的“民族解放区”。这一场运动很快便升级成全国性的“近内战状态”，接连不断的接管运动和城市游击小组对联邦德国政要和政府机关的“精确击杀”与武力爆破，使得联邦国防军疲于应付，西德进入了近乎无政府的状态。最终，艾希伯格宣布将向“寄生在德意志民族身上的资产阶级毒瘤总司令部”——波恩发起进军，以保卫工农权利。他将人民党卫军分为四路军团，沿途占领各重要设施，而此前在全国各地镇压“民族自治”运动的军警部队难以及时回防首都，使得人民党卫军在只面对些许抵抗后便接管了机场、广播中心和明斯特广场。临时军事委员会在孤立无援的情况下决定放弃无谓流血，并最终选择屈服，其全体成员在得到不会遭遇清算保证的情况下集体“自愿辞职”。最终，民族解放阵线得以如愿以偿入主西德当局。东德也借混乱局势从柏林墙全线出击，假扮成救火员的国家人民军一举拿下了西柏林。
艾希伯格将德意志民族解放阵线下属各组织合并改组为德意志民族革命工人党，建立起一党专政的制度。随后，亨宁·艾希伯格被选举为该国的“人民元首”，霍斯特·马勒成为副人民元首，迈克尔·科斯当选为人民事业委员会主席，亚历山大·爱泼斯坦成为副主席。尽管存在“收了东德五十万马克”的极权主义共产党人企图发动所谓的“反法西斯起义”，但是在当局拉拢了其中的“爱国者”后，这一企图很快被亲当局的工人武装一举粉碎。
彻底稳定该国秩序后，艾希伯格人民元首开始推行“具有德意志民族特色的社会主义”，正式开展合作化、国有化和制度化民族自治的革命进程，并不断抨击民主德国是极权主义者、修正主义者和傀儡政权。"
event.script.event_485_germany_german_spring.c17,"
意识到美苏再也无力主宰欧洲大局，民族欧洲则蒸蒸日上。德国领导人亨宁·艾希伯格选择带领德国加入了泛欧革命大家庭的新秩序，轴心国的“头领”就此在新世界内找到了自己的位置。"
event.script.event_485_germany_german_spring.c18,我们会在下一次会议上提出这个问题的……我发誓！
event.script.event_485_germany_german_spring.c2,年轻的布尔塞维克向前进！
event.script.event_485_germany_german_spring.c3,共产主义者不愿意听从我们的意见
event.script.event_485_germany_german_spring.c4,这是意志的胜利！
event.script.event_485_germany_german_spring.c5,我们不能支持一个法西斯！
event.script.event_485_germany_german_spring.c6,这是交错阵线的胜利！
event.script.event_485_germany_german_spring.c7,我们不能支持一个混血怪胎！
event.script.event_485_germany_german_spring.c8,还没这个必要，再等等……
event.script.event_485_germany_german_spring.c9,日耳曼之春
event.script.event_486_german_autumn.c0,显然，连阿尔巴尼亚都不支持我们，我们无力和他们取得联系
event.script.event_486_german_autumn.c1,支持革恐分子，你疯了？
event.script.event_486_german_autumn.c2,我们不能背叛革命者！
event.script.event_486_german_autumn.c3,"我们在西德的特工决定帮他们一把。在一个夜黑风高的夜晚，我们的特勤用一捆烈性炸药打破了斯图加特监狱的大门，安德烈亚斯·巴德尔和古德伦·恩斯林等红军旅高级成员得到了自由。作为交换，“红军旅”将被改编为新生的革命团体的附属组织。在我们和阿尔巴尼亚的大力推动下，德国共产党/马克思列宁主义、德国共产党（重建组织）、共产主义者联盟、德国共产主义工人联盟、德共重建工人联盟和西德共产主义者联盟等组织在汉堡正式宣布合并为德国马列主义革命党。新的党组织确定了以维利·迪克胡特主席为核心的中央委员会。《人民日报》在第二天发文庆祝西德人民在摆脱美帝国主义枷锁的斗争有了新的主心骨。“红军旅”和“革命小组”被改组为由马列主义革命党领导的“德意志人民武装力量”，他们向我们保证将减少革命恐怖活动，转向人民战争理论，以积极谋求在学生和工人之间发展潜在的成员和同情者。地拉那也宣布支持西德人民团结起来的斗争。
在革命派共产党人联合起来的情况下，基民盟/基社盟开始动员支持者施压施密特政府，而社民党-自民党政府不得不在国内外的压力下宣布组织跨党派的大危机委员会，西德进入了事实上的紧急状态。社会法西斯主义者又一次对革命派举起了屠刀……"
event.script.event_486_german_autumn.c4,我们将西德革命者的名单交给了西德政府，大危机委员会被允许用来指挥抓捕左翼组织的领导人，政府很快组织了一场特别行动，对各路极左翼“叛匪”进行“从重、从快、从严”的打击。作为交换，西德向我们提供了一批经济援助，并将派遣专家支援我国经济建设。西德K小组和阿尔巴尼亚谴责我们的背叛行为，同我们断绝了关系。
event.script.event_486_german_autumn.c5,"我们没有对西德的问题作出任何回应，这天夜里，“红军旅”的三位领导人在监狱里自尽身亡，他们的后继者将继续斗争。而K小组也在继续发展着——德共/马列转向了霍查主义；另一部分组织则组成了毛派的德国马列党；K小组中的部分人员转向了环境运动以及和平运动，参与组织了绿党。
施密特政府召集了跨党派的大危机委员会，国家实施了为期45天的“禁止接触法”，狱中的红军旅成员不得接触外部信息，以免狱内外的成员取得联系从而共同采取行动。"
event.script.event_487_return_of_imperial_eagle.c0,己所不欲，勿施于人
event.script.event_487_return_of_imperial_eagle.c1,不管披上什么外衣，纳粹就是纳粹
event.script.event_487_return_of_imperial_eagle.c2,我们永远做不到这种事！
event.script.event_487_return_of_imperial_eagle.c3,我们既然不喜欢别的国家庇护日本军国主义者，为什么要支持一个德国纳粹？叫他滚的越远越好！
event.script.event_487_return_of_imperial_eagle.c4,"我们成功联络到雷默同志，帮助他联系到国家民主党、德国人民联盟、维京青年团等极右翼团体以及霍夫曼国防运动团体、民族社会主义者行动阵线、德意志行动小组等极右翼准军事组织，乃至光头党和足球流氓，组建了一个名为“自由德意志运动”的极右翼统战组织，雷默被选为该组织的主席。该组织将对西德社会进行广泛渗透，并继续吸纳新的右翼团体。我们将为其提供资金、武器和训练。希望这些组织能够在西德起到我们想要的作用吧……
与此同时，我们秘密和雷默达成了协定，邀请他以访问学者的身份秘密居住在中国。第二天，"
event.script.event_487_return_of_imperial_eagle.c5,同志在自己的办公室里接待了这位“法西斯余毒”。雷默高度赞扬了中国的革命氛围，对扫清地主的赞美和全国人民团结一致建设祖国的翼赞。“我看中国搞的不错，反革命基本被扫清，生活也极大富裕，民族同志和民族斗争的概念也深入人心。如果再加上纳粹党执政，中国就是我们理想的民族社会主义社会。”让我们暂且把这番话当成恭维吧……
event.script.event_487_return_of_imperial_eagle.c6,通过我们的支持，人民事业组织得以将团结人民运动、民族革命协调委员会，施特拉瑟主义的独立工人党（德国社会主义者）、自由德国工人党等另类右翼团体，霍夫曼国防运动团体、德意志人民社会主义运动/劳动党、民族社会主义者行动阵线、德意志行动小组等极右翼准军事组织团结在统战组织“德意志民族解放阵线”之下，艾希伯格被选为该组织的主席。阵线将对工人运动、学生运动、绿色运动、左翼和极右翼进行广泛渗透。令人意外的是，RAF创始人之一、德共（重建组织）的支持者霍斯特·马勒，以及来自德国共产党/马列的迈克尔·科斯也带领着他的“民族共产主义”派加入了其中。我们将为德意志民族解放阵线提供资金、武器和训练。希望这些组织能够在西德起到我们想要的作用吧……
event.script.event_488_secret_gathering.c0,兵营社会主义不是我们的政策
event.script.event_488_secret_gathering.c1,乌布利希的失败足以证明，德国不需要所谓“改革重组”
event.script.event_488_secret_gathering.c10,"结果，东德当局决定效法波兰式紧缩政策（即一次性抬高日用消费品价格筹资，并降低工人工资，抬高劳动强度）。这一的做法更是彻底引爆了局势。第一次示威活动在莱比锡举行，每天都会重复。随后东德其他主要城市也开始举行示威活动。随后的几天里，德累斯顿、哈勒、卡尔·马克思城、马格德堡、普劳恩、阿恩施塔特、罗斯托克、波茨坦和什未林加入了运动。政治口号也从“面包与和平”上升到了“工人当家做主人”和“统社党滚蛋”之类的政治性口号。显然，局势正在逐步激化。随着时间流逝，甚至连一部分前国家人民军官兵和工人阶级战斗队的成员也开始加入到暴力示威当中。愤怒的群众砸毁了史塔西大楼，东柏林事实上卷入场小型内战。而足以对当地局势一锤定音的苏联却因外交政策改弦更张，拒绝对民主德国进行武装干涉。于是我们只能看着事情起变化……
"
event.script.event_488_secret_gathering.c11,然而，国际观察家们所预估的最糟糕情况还是发生了。艾希伯格宣布将“解放在苏联帝国主义奴役下的德意志同胞”。武装人民党卫军跨过了边境线，迅速攻占了大半个民主德国。统社党，波兰人大惊失色，纷纷逃亡周围的国家。联合国强烈谴责了这一行为，但于事无补。德国在铁与血的手段下获得了统一……
event.script.event_488_secret_gathering.c12,德意志人民国
event.script.event_488_secret_gathering.c13,然而，我们所预估的最糟糕情况还是发生了。雷默宣布将“帮助对面的民族兄弟恢复秩序”。德国国防军跨过了边境线，迅速攻占了大半个民主德国。统社党，波兰人大惊失色，纷纷逃亡周围的国家。联合国强烈谴责了这一行为，但于事无补。德国在铁与血的手段下获得了统一……
event.script.event_488_secret_gathering.c14,德意志民族工人国
event.script.event_488_secret_gathering.c2,我们没必要和党阀狼狈为奸
event.script.event_488_secret_gathering.c3,"我们决定向苏东政权的另类保守派抛出橄榄枝，并向其展示何为“真正的社会主义”议程。作为重振民主德国社会主义计划的一部分。我们将承担该国在“两德密约”期间的所有外债，并为民主德国企业提供慷慨的技术转让与特别资金支持以重振该国生产。当然，民主德国方亦需要拿出解决该国社会主义内“三大障碍”的相应诚意：将以柏林地区第一书记康拉德·瑙曼为代表的强硬派政治路线全面引入当前政治议程（借助同该国工人与基层人民的广泛联系，瑙曼得以将自身塑造为人民领袖，并同该国越加无法代表“劳动群众需求”的老朽官员与拥抱精英主义的文化界人士泾渭分明）；在道德激励与大众动员的基础上重塑该国经济-社会体系；以及在外交上同步实现“经济与社会体制的步调一致”——这不仅意味着拒绝同联邦德国的勾肩搭背，更要同对德国社会主义事业叶公好龙的苏联集团完全分离。
"
